"Station Name","Province","Latitude","Longitude","Elevation","Climate ID","WMO Identifier","TC Identifier"
"SWAN HILLS RS","ALBERTA","54.73","-115.40","1127.80","3066298","",""
"SWAN LAKE","MANITOBA","49.40","-98.78","481.90","5012799","",""
"SWAN RIVER","MANITOBA","52.05","-101.22","346.60","5042800","",""
"SWAN RIVER 2","MANITOBA","51.98","-101.18","411.50","5042805","",""
"SWAN RIVER RCS","MANITOBA","52.11","-101.23","334.80","504K80K","71443","WEQ"
"SWANSON BAY","BRITISH COLUMBIA","53.03","-128.50","4.60","1067880","",""
"SWANSON BAY","BRITISH COLUMBIA","50.62","-126.88","","1067881","",""
"SWEATHOUSE LO","ALBERTA","54.92","-116.75","853.40","3076320","",""
"SWEDE CREEK","YUKON TERRITORY","64.10","-139.75","320.00","2101070","",""
"SWEETGRASS LANDING","ALBERTA","58.85","-112.00","212.00","3076330","","PSQ"
"SWEETWATER","BRITISH COLUMBIA","55.87","-120.50","792.50","1187885","",""
"SWIFT CURRENT","SASKATCHEWAN","50.33","-107.75","743.70","4028035","",""
"SWIFT CURRENT","NEWFOUNDLAND","47.89","-54.21","18.20","8403825","",""
"SWIFT CURRENT","SASKATCHEWAN","50.29","-107.69","816.90","4028038","71142","YYN"
"SWIFT CURRENT A","SASKATCHEWAN","50.30","-107.68","816.90","4028040","71870","YYN"
"SWIFT CURRENT CDA","SASKATCHEWAN","50.27","-107.73","825.00","4028060","71446","WVC"
"SWIFT CURRENT CDA SRL","SASKATCHEWAN","50.28","-107.75","761.70","4028056","",""
"SWIFT RIVER","YUKON TERRITORY","60.00","-131.18","891.20","2101081","",""
"SWITZER","ALBERTA","53.47","-117.80","1261.00","3066325","",""
"SYDENHAM","ONTARIO","44.40","-76.58","133.20","6108195","",""
"SYDNEY","NOVA SCOTIA","46.15","-60.20","14.60","8205698","",""
"SYDNEY A","NOVA SCOTIA","46.16","-60.05","61.90","8205701","71707","YQY"
"SYDNEY A","NOVA SCOTIA","46.16","-60.05","61.90","8205703","","YQY"
"SYDNEY A","NOVA SCOTIA","46.17","-60.05","61.90","8205700","71707","YQY"
"SYDNEY CS","NOVA SCOTIA","46.16","-60.04","62.50","8205702","71758","AQY"
"SYLVAN HEIGHTS","ALBERTA","52.85","-113.90","823.00","3016328","",""
"SYLVAN LAKE","ALBERTA","52.35","-114.17","920.50","3026330","",""
"TABER","ALBERTA","49.79","-112.12","811.00","3036360","",""
"TACHIE 1SE","BRITISH COLUMBIA","54.63","-124.70","682.80","1097888","",""
"TADOULE LAKE","MANITOBA","58.71","-98.51","281.30","5062835","71272","YBQ"
"TADOULE LAKE CS","MANITOBA","58.72","-98.50","262.00","5062840","71334","XBQ"
"TADOUSSAC","QUEBEC","48.15","-69.70","70.10","7048320","",""
"TAGISH","YUKON TERRITORY","60.30","-134.27","658.40","2101089","",""
"TAGISH TOWER","YUKON TERRITORY","60.27","-134.18","1219.20","2101093","",""
"TAHSIS","BRITISH COLUMBIA","49.92","-126.65","4.60","1037890","",""
"TAHSIS VILLAGE NORTH","BRITISH COLUMBIA","49.93","-126.65","9.00","1037899","",""
"TAHTSA LAKE WEST","BRITISH COLUMBIA","53.62","-127.70","862.60","1087950","",""
"TAKHINI RIVER RANCH","YUKON TERRITORY","60.95","-135.57","671.00","2101095","",""
"TAKLA LANDING","BRITISH COLUMBIA","55.47","-125.97","854.00","1097970","",""
"TAKYSIE LAKE","BRITISH COLUMBIA","53.87","-125.87","884.00","1087974","",""
"TALBOT LAKE LO","ALBERTA","57.33","-115.67","883.90","3076362","",""
"TALBOTVILLE","ONTARIO","42.80","-81.25","234.70","6138202","",""
"TALOYOAK A","NUNAVUT","69.55","-93.58","27.40","2403854","71580","YYH"
"TALOYOAK A","NUNAVUT","69.55","-93.58","27.40","2403855","71580","YYH"
"TALOYOAK A","NUNAVUT","69.55","-93.58","27.40","2403856","","YYH"
"TANGENT","ALBERTA","55.85","-117.68","548.60","3076363","",""
"TAPINI FARM","QUEBEC","46.93","-75.13","274.30","7038350","",""
"TAPLEY","ONTARIO","44.17","-78.50","270.00","6168525","",""
"TAPPEN","BRITISH COLUMBIA","50.75","-119.33","442.00","1167980","",""
"TAPPEN FORD ROAD","BRITISH COLUMBIA","50.80","-119.30","566.90","1167982","",""
"TAPPEN NORTH","BRITISH COLUMBIA","50.80","-119.30","487.70","1167984","",""
"TAPPEN TULARI FARM","BRITISH COLUMBIA","50.67","-119.30","381.00","1167986","",""
"TAR ISLAND","ALBERTA","56.98","-111.45","239.90","3066364","",""
"TARA","ONTARIO","44.52","-81.16","230.00","6128206","",""
"TARRYS","BRITISH COLUMBIA","49.37","-117.57","470.00","1147995","",""
"TASCHEREAU","QUEBEC","48.67","-78.70","310.00","7098360","",""
"TASCHEREAU 2","QUEBEC","48.67","-78.68","317.00","7098362","",""
"TASEKO RIVER VICK CREEK","BRITISH COLUMBIA","51.60","-123.68","1239.90","1087998","",""
"TASIUJAQ A","QUEBEC","58.67","-69.96","36.90","7118366","","YTQ"
"TASU SOUND","BRITISH COLUMBIA","52.77","-132.05","15.20","1058003","",""
"TATAMAGOUCHE","NOVA SCOTIA","45.75","-63.37","7.60","8205775","",""
"TATAMAGOUCHE","NOVA SCOTIA","45.68","-63.23","18.00","8205774","",""
"TATELKUZ LAKE","BRITISH COLUMBIA","53.30","-124.73","914.40","1088007","",""
"TATLA LAKE BCFS","BRITISH COLUMBIA","51.90","-124.60","944.90","1088009","",""
"TATLAYOKO LAKE","BRITISH COLUMBIA","51.67","-124.41","870.00","1088010","",""
"TATLAYOKO LAKE RCS","BRITISH COLUMBIA","51.67","-124.40","875.00","1088015","71028","XTL"
"TAVISTOCK","ONTARIO","43.32","-80.83","343.20","6148212","",""
"TAWATINAW AGCM","ALBERTA","54.30","-113.52","611.00","3066367","71549","PTA"
"TAYLOR 3SE","BRITISH COLUMBIA","56.12","-120.63","442.90","1188026","",""
"TAYLOR FLATS","BRITISH COLUMBIA","56.17","-120.69","517.00","1188020","",""
"TEEPEE CREEK AGCM","ALBERTA","55.35","-118.41","670.00","3076366","71690","PTC"
"TEEPEE LO","ALBERTA","56.47","-114.12","762.00","3076365","",""
"TELEGRAPH CREEK","BRITISH COLUMBIA","57.90","-131.33","249.90","1208041","",""
"TELEGRAPH CREEK","BRITISH COLUMBIA","57.90","-131.17","182.90","1208040","",""
"TELFORDVILLE","ALBERTA","53.27","-114.13","685.80","3016370","",""
"TELKWA","BRITISH COLUMBIA","54.65","-126.83","682.80","1078070","",""
"TELKWA COAL MINE RD","BRITISH COLUMBIA","54.65","-127.12","670.00","1078072","",""
"TELKWA MACLURE LAKE","BRITISH COLUMBIA","54.73","-127.02","640.10","1078074","",""
"TELKWA ROUND LAKE","BRITISH COLUMBIA","54.67","-126.92","579.10","1078080","",""
"TELKWA WOODMERE RD","BRITISH COLUMBIA","54.68","-126.98","854.00","1078086","",""
"TEMPLE","ALBERTA","51.43","-116.15","1891.00","3056LPA","",""
"TERRA NOVA COMMUNITY","NEWFOUNDLAND","48.50","-54.22","93.00","8403850","",""
"TERRA NOVA NAT PARK CS","NEWFOUNDLAND","48.56","-53.97","106.70","8403851","71589","XTP"
"TERRA NOVA NAT PARK HQ","NEWFOUNDLAND","48.55","-53.98","83.80","8403852","",""
"TERRA NOVA NAT PARK S","NEWFOUNDLAND","48.45","-54.02","106.70","8403854","",""
"TERRACE","BRITISH COLUMBIA","54.52","-128.58","","1068100","",""
"TERRACE A","BRITISH COLUMBIA","54.47","-128.58","217.30","1068130","71951","YXT"
"TERRACE A","BRITISH COLUMBIA","54.47","-128.58","217.30","1068134","71951","YXT"
"TERRACE BAY","ONTARIO","48.80","-87.10","289.00","6048230","",""
"TERRACE BAY A","ONTARIO","48.82","-87.10","289.60","6048231","",""
"TERRACE BAY AIRPORT","ONTARIO","48.82","-87.09","290.00","6048232","73018","OTR"
"TERRACE BAY(AUT)","ONTARIO","48.82","-87.10","289.60","6048235","","ZTJ"
"TERRACE GOSSAN CREEK","BRITISH COLUMBIA","54.58","-128.43","107.00","106H130","",""
"TERRACE PCC","BRITISH COLUMBIA","54.50","-128.62","67.00","1068131","",""
"TERREBONNE HEIGHTS","QUEBEC","45.75","-73.63","53.30","7018410","",""
"TERRENCEVILLE","NEWFOUNDLAND","47.67","-54.72","15.20","8403858","",""
"TESLIN","YUKON TERRITORY","60.17","-132.75","705.00","2101099","",""
"TESLIN (AUT)","YUKON TERRITORY","60.17","-132.73","705.00","2101102","71045","WZW"
"TESLIN A","YUKON TERRITORY","60.17","-132.74","705.00","2101100","","YZW"
"TESLIN A","YUKON TERRITORY","60.17","-132.74","705.00","2101106","","YZW"
"TETE A LA BALEINE","QUEBEC","50.70","-59.32","9.10","7048421","",""
"TETE JAUNE","BRITISH COLUMBIA","52.92","-119.38","776.90","1098138","",""
"TETE JAUNE","BRITISH COLUMBIA","53.00","-119.54","746.00","109QJ3G","",""
"TETSA RIVER","BRITISH COLUMBIA","58.65","-124.24","810.00","1195J29","","WTH"
"TEULON","MANITOBA","50.42","-97.25","266.70","5022855","",""
"TEXADA ISLAND A","BRITISH COLUMBIA","49.70","-124.52","96.90","1048140","",""
"THAMESFORD","ONTARIO","43.07","-81.00","289.60","6148233","",""
"THE PAS","MANITOBA","53.82","-101.25","271.30","5052864","",""
"THE PAS A","MANITOBA","53.97","-101.09","270.60","5052882","71867","YQD"
"THE PAS A","MANITOBA","53.97","-101.09","270.60","5052881","","YQD"
"THE PAS A","MANITOBA","53.97","-101.10","270.40","5052880","71867","YQD"
"THE PAS CDA EPF","MANITOBA","53.82","-101.25","271.30","5052896","",""
"THE PAS CLIMATE","MANITOBA","53.97","-101.10","274.00","5052890","71695","PQD"
"THEDFORD","ONTARIO","43.15","-81.83","207.90","6128240","",""
"THEDFORD","ONTARIO","43.18","-81.86","200.00","612HKLR","",""
"THELMA CREEK","ALBERTA","49.45","-110.33","1066.80","3046376","",""
"THEODORE","SASKATCHEWAN","51.50","-102.97","526.40","4018074","",""
"THETFORD MINES","QUEBEC","46.07","-71.32","310.90","7028440","",""
"THETFORD MINES","QUEBEC","46.10","-71.35","381.00","7028441","",""
"THETFORD MINES RCS","QUEBEC","46.05","-71.27","430.00","7028442","71494","MTH"
"THICKWOOD LO","ALBERTA","56.88","-111.65","603.50","3066380","",""
"THIMBLE RANCH","BRITISH COLUMBIA","50.23","-118.58","424.90","1168A5H","",""
"THOMPSON A","MANITOBA","55.80","-97.86","224.00","5062921","71079","YTH"
"THOMPSON A","MANITOBA","55.80","-97.86","224.00","5062922","71079","YTH"
"THOMPSON NRC","MANITOBA","55.73","-97.85","212.80","5062923","",""
"THOMPSON SOUND","BRITISH COLUMBIA","50.80","-126.00","12.20","1068159","",""
"THOMPSON SOUTH","MANITOBA","55.73","-97.85","199.90","5062925","",""
"THOMPSON ZOO","MANITOBA","55.75","-97.87","205.70","5062926","",""
"THOMSEN RIVER","NORTHWEST TERRITORIES","73.23","-119.54","41.50","2503886","71916","WYF"
"THORHILD","ALBERTA","54.15","-113.12","647.70","3016400","",""
"THORHILD VILLAGE","ALBERTA","54.17","-113.12","648.90","3016405","",""
"THORNBURY 3","ONTARIO","44.55","-80.47","212.00","6118240","",""
"THORNBURY MATTS MOTEL","ONTARIO","44.55","-80.45","190.50","6118252","",""
"THORNBURY ORCHARD","ONTARIO","44.57","-80.48","201.20","6118253","",""
"THORNBURY SLAMA","ONTARIO","44.57","-80.49","213.40","611HBEC","",""
"THORNHILL GRANDVIEW","ONTARIO","43.80","-79.42","199.30","6158255","",""
"THORNLEA T.B.","NEWFOUNDLAND","47.62","-53.73","30.50","8403860","",""
"THORNTON","ONTARIO","44.28","-79.68","300.20","6118258","",""
"THOROLD","ONTARIO","43.12","-79.20","173.00","6138259","",""
"THORSBY","ALBERTA","53.22","-114.05","743.70","3016440","",""
"THORSBY AGCM","ALBERTA","53.22","-113.89","754.00","3016441","71504","PTH"
"THREE CREEKS RS","ALBERTA","56.37","-117.00","609.60","3076470","",""
"THREE HILLS","ALBERTA","51.77","-113.21","857.00","3026479","71249","WHI"
"THREE HILLS","ALBERTA","51.65","-113.30","841.20","3026480","",""
"THREE HILLS EAST","ALBERTA","51.72","-113.23","853.40","3026484","",""
"THREE HILLS RILLING IHD","ALBERTA","51.72","-113.53","975.40","3026486","",""
"THREE HILLS SOUTH","ALBERTA","51.68","-113.31","846.00","302F4HF","",""
"THREE HILLS TOWN","ALBERTA","51.70","-113.27","914.40","3026487","",""
"THREE ISLE LAKE","ALBERTA","50.65","-115.27","2225.00","3056489","",""
"THREE ISLE LAKE","ALBERTA","50.63","-115.28","2240.00","305FMQQ","",""
"THUNDER BAY","ONTARIO","48.37","-89.32","199.30","6048260","71072","YQT"
"THUNDER BAY A","ONTARIO","48.37","-89.32","199.30","6048262","","YQT"
"THUNDER BAY A","ONTARIO","48.37","-89.33","199.00","6048261","","YQT"
"THUNDER BAY A FIREHALL","ONTARIO","48.37","-89.32","199.00","604S003","",""
"THUNDER BAY AIRPORT MAINTAIR","ONTARIO","48.37","-89.32","194.10","6048270","",""
"THUNDER BAY AWOS","ONTARIO","48.37","-89.32","199.30","6048264","71749","ZQT"
"THUNDER BAY BURWOOD","ONTARIO","48.41","-89.28","200.00","6048266","",""
"THUNDER BAY CS","ONTARIO","48.37","-89.33","199.40","6048268","71667","ZTB"
"THUNDER BAY MCS CENTRE","ONTARIO","48.32","-89.38","231.60","6048K6J","",""
"THUNDER BAY POMBER","ONTARIO","48.50","-89.22","228.90","604H26A","",""
"THUNDER BAY PROVINCIAL PAPER","ONTARIO","48.45","-89.17","184.40","604HK61","",""
"THUNDER BAY WPCP","ONTARIO","48.40","-89.23","184.40","604HBFA","",""
"THURSO","QUEBEC","45.60","-75.27","54.90","7038500","",""
"THURSTON BAY","BRITISH COLUMBIA","50.42","-125.42","1.50","1068170","",""
"TIDE HEAD","NEW BRUNSWICK","47.98","-66.82","38.10","8105300","",""
"TIDE HEAD","NEW BRUNSWICK","47.97","-66.77","18.30","8105302","",""
"TIDE LAKE AGCM","ALBERTA","50.46","-111.32","766.00","3036485","","PTE"
"TIGNISH","PRINCE EDWARD ISLAND","46.95","-64.07","22.90","8300800","",""
"TILLSONBURG","ONTARIO","42.85","-80.75","236.20","6138267","",""
"TILLSONBURG NORTH","ONTARIO","42.86","-80.74","235.00","6138269","",""
"TILLSONBURG WWTP","ONTARIO","42.86","-80.72","213.40","6138270","",""
"TILT COVE","NEWFOUNDLAND","49.88","-55.63","61.00","8403866","",""
"TIMAGAMI","ONTARIO","47.08","-79.85","350.50","6088271","",""
"TIMBERLEA","NOVA SCOTIA","44.67","-63.75","83.80","8205800","",""
"TIMMINS","ONTARIO","48.50","-81.33","335.30","6078280","",""
"TIMMINS A","ONTARIO","48.57","-81.38","294.70","6078286","71739","YTS"
"TIMMINS CLIMATE","ONTARIO","48.56","-81.39","294.40","6078282","71193","TMS"
"TIMMINS ONT HYDRO","ONTARIO","48.47","-81.37","307.80","6078290","",""
"TIMMINS VICTOR POWER A","ONTARIO","48.57","-81.38","294.70","6078285","71739","YTS"
"TISDALE","SASKATCHEWAN","52.87","-104.00","449.90","4078080","",""
"TISDALE SOUTH","SASKATCHEWAN","52.76","-104.04","501.00","4078084","",""
"TLELL","BRITISH COLUMBIA","53.50","-131.95","4.60","1058190","",""
"TOAD RIVER","BRITISH COLUMBIA","58.85","-125.23","731.50","1198194","","WBP"
"TOAD RIVER BONANZA CREEK","BRITISH COLUMBIA","58.55","-125.48","1428.00","1198196","",""
"TOBA INLET","BRITISH COLUMBIA","50.52","-124.27","27.40","1068201","",""
"TOBACCO PLAINS","BRITISH COLUMBIA","49.02","-115.08","701.00","1158200","",""
"TOBARMORE","MANITOBA","50.47","-99.45","367.50","5042927","",""
"TOBERMORY","ONTARIO","45.25","-81.67","182.90","6128320","",""
"TOBERMORY CYPRUS LAKE","ONTARIO","45.23","-81.53","190.00","6128323","",""
"TOBERMORY RCS","ONTARIO","45.23","-81.63","213.50","6128330","71767","TTR"
"TOBIQUE NARROWS","NEW BRUNSWICK","46.78","-67.68","91.40","8105400","",""
"TODAGIN RANCH","BRITISH COLUMBIA","57.60","-130.07","899.00","1208202","",""
"TOFIELD NORTH","ALBERTA","53.55","-112.75","701.00","3016494","",""
"TOFINO A","BRITISH COLUMBIA","49.08","-125.77","24.50","1038205","","YAZ"
"TOFINO A","BRITISH COLUMBIA","49.08","-125.77","24.40","1038210","","YAZ"
"TOFINO CATFACE MOUNTAIN","BRITISH COLUMBIA","49.27","-125.97","740.70","1038206","",""
"TOFINO VILLAGE","BRITISH COLUMBIA","49.15","-125.91","4.60","1038207","",""
"TOGO","SASKATCHEWAN","51.40","-101.58","559.00","4018098","",""
"TOLSTOI","MANITOBA","49.07","-96.80","291.00","5022928","",""
"TOM CREEK TOWER","YUKON TERRITORY","60.28","-128.98","944.90","2101125","",""
"TOM HILL LO","ALBERTA","53.93","-116.33","1295.40","3066495","",""
"TOMAHAWK AGDM","ALBERTA","53.44","-114.72","814.00","3016505","71566","NTK"
"TOMPKINS","NEWFOUNDLAND","47.78","-59.23","10.10","8403870","",""
"TOMPKINS","SASKATCHEWAN","50.05","-108.80","811.00","4028101","",""
"TOMPKINS LANDING AGCM","ALBERTA","58.02","-116.85","343.00","3076530","","NTL"
"TONKIN","SASKATCHEWAN","51.20","-102.23","526.70","4019082","",""
"TONY LO","ALBERTA","54.38","-117.40","1036.30","3066500","",""
"TOPLEY LANDING","BRITISH COLUMBIA","54.82","-126.16","722.00","1078209","",""
"TOPSAIL","NEWFOUNDLAND","47.53","-52.92","15.20","8403875","",""
"TOR OLD BURNHAMTHORPE","ONTARIO","43.65","-79.58","144.80","6158763","",""
"TOR SCARBOROUGH COLLEGE","ONTARIO","43.78","-79.18","129.50","61587P6","",""
"TORONTO","ONTARIO","43.67","-79.40","112.50","6158350","71266",""
"TORONTO AGINCOURT","ONTARIO","43.78","-79.27","179.80","6158363","",""
"TORONTO AMESBURY","ONTARIO","43.70","-79.48","153.90","61583FL","",""
"TORONTO ASHBRIDGES BAY","ONTARIO","43.67","-79.32","74.10","6158370","",""
"TORONTO BALMY BEACH","ONTARIO","43.67","-79.28","99.10","6158381","",""
"TORONTO BEACON ROAD","ONTARIO","43.75","-79.27","167.60","6158384","",""
"TORONTO BERMONDSEY","ONTARIO","43.72","-79.32","138.40","6158385","",""
"TORONTO BEVERLEY HILLS","ONTARIO","43.73","-79.50","144.80","6158386","",""
"TORONTO BLACK CREEK","ONTARIO","43.77","-79.52","185.90","6158398","",""
"TORONTO BLOORDALE","ONTARIO","43.65","-79.55","132.60","6158401","",""
"TORONTO BOOTH","ONTARIO","43.65","-79.35","77.10","6158406","",""
"TORONTO BRIDLEWOOD","ONTARIO","43.78","-79.32","182.90","6158408","",""
"TORONTO BROADVIEW","ONTARIO","43.67","-79.35","99.10","6158412","",""
"TORONTO BROADWAY","ONTARIO","43.72","-79.35","139.00","61584J2","",""
"TORONTO BRYNSTON","ONTARIO","43.67","-79.55","149.40","6158D1B","",""
"TORONTO BURNHAMTHORPE","ONTARIO","43.64","-79.57","143.00","6158411","",""
"TORONTO BUTTONVILLE A","ONTARIO","43.86","-79.37","198.10","6158410","71639","YKZ"
"TORONTO BUTTONVILLE A","ONTARIO","43.86","-79.37","198.10","615HMAK","71639","YKZ"
"TORONTO BUTTONVILLE A","ONTARIO","43.86","-79.37","198.10","6158409","","YKZ"
"TORONTO CASTLEMERE","ONTARIO","43.78","-79.32","184.40","6158M1K","",""
"TORONTO CITY","ONTARIO","43.67","-79.40","112.50","6158355","71508","XTO"
"TORONTO CITY CENTRE","ONTARIO","43.63","-79.40","76.80","6158359","71265","YTZ"
"TORONTO CITY CENTRE","ONTARIO","43.63","-79.40","76.80","6158667","71265","YTZ"
"TORONTO CURRAN HALL","ONTARIO","43.75","-79.20","143.30","6158415","",""
"TORONTO DEER PARK","ONTARIO","43.68","-79.38","143.60","6158417","",""
"TORONTO DISCO","ONTARIO","43.70","-79.62","160.00","6158418","",""
"TORONTO DON MILLS","ONTARIO","43.78","-79.33","","6158420","",""
"TORONTO DORSET PARK","ONTARIO","43.75","-79.28","167.60","6158422","",""
"TORONTO DOWNSVIEW A","ONTARIO","43.75","-79.48","198.10","6158443","",""
"TORONTO DOWNSVIEW S","ONTARIO","43.72","-79.48","160.00","6158474","",""
"TORONTO DUNN LORING WOOD","ONTARIO","43.80","-79.35","175.30","6158480","",""
"TORONTO EAST YORK","ONTARIO","43.70","-79.33","121.90","6158505","",""
"TORONTO EAST YORK DUSTAN","ONTARIO","43.70","-79.34","125.00","6158751","",""
"TORONTO ELLESMERE","ONTARIO","43.77","-79.27","164.00","6158520","",""
"TORONTO ETOBICOKE","ONTARIO","43.63","-79.53","118.90","6158525","",""
"TORONTO FALLINGBROOK","ONTARIO","43.68","-79.27","129.50","6158536","",""
"TORONTO GLENDALE","ONTARIO","43.75","-79.42","137.20","6158550","",""
"TORONTO GLENVIEW","ONTARIO","43.70","-79.45","173.70","6158567","",""
"TORONTO GREENWOOD","ONTARIO","43.67","-79.32","99.10","6158575","",""
"TORONTO HEADLAND (AUT)","ONTARIO","43.62","-79.35","87.00","6158578","",""
"TORONTO HIBISCUS COURT","ONTARIO","43.75","-79.58","198.10","6158585","",""
"TORONTO HIGH PARK","ONTARIO","43.65","-79.47","106.70","6158629","",""
"TORONTO HIGHLAND CREEK","ONTARIO","43.78","-79.17","114.30","6158598","",""
"TORONTO HUMBER BAY","ONTARIO","43.63","-79.50","83.80","6158645","",""
"TORONTO HUMBER SUMMIT","ONTARIO","43.75","-79.55","149.40","6158647","",""
"TORONTO INTL A","ONTARIO","43.68","-79.63","173.40","6158731","71624","YYZ"
"TORONTO IS A (AUT)","ONTARIO","43.63","-79.40","76.50","6158666","",""
"TORONTO ISLAND","ONTARIO","43.62","-79.40","78.00","6158660","",""
"TORONTO ISLAND A","ONTARIO","43.63","-79.40","76.50","6158665","71265",""
"TORONTO ISLINGTON","ONTARIO","43.65","-79.55","132.60","6158691","",""
"TORONTO JANE-WILSON","ONTARIO","43.72","-79.52","129.50","6158712","",""
"TORONTO KEELE-FINCH","ONTARIO","43.77","-79.48","199.90","6158718","",""
"TORONTO KINGSWAY","ONTARIO","43.65","-79.52","114.30","6158722","",""
"TORONTO LEASIDE S","ONTARIO","43.70","-79.37","137.20","6158730","",""
"TORONTO LESLIE EGLINTON","ONTARIO","43.72","-79.35","133.30","6158732","",""
"TORONTO LESTER B. PEARSON INT'L A","ONTARIO","43.68","-79.63","173.40","6158733","71624","YYZ"
"TORONTO LLOYDMINSTER","ONTARIO","43.80","-79.40","167.60","6158734","",""
"TORONTO MALVERN","ONTARIO","43.80","-79.23","160.00","6158738","",""
"TORONTO MET RES STN","ONTARIO","43.80","-79.55","193.50","6158740","",""
"TORONTO METRO ZOO","ONTARIO","43.82","-79.18","143.30","6158741","",""
"TORONTO MIMICO","ONTARIO","43.62","-79.48","76.20","6158745","",""
"TORONTO NASHDENE","ONTARIO","43.82","-79.25","177.40","6158748","",""
"TORONTO NEW INT'L A","ONTARIO","43.95","-79.13","262.70","6158749","",""
"TORONTO NEWTON","ONTARIO","43.80","-79.42","198.10","6158752","",""
"TORONTO NEWTONBROOK","ONTARIO","43.78","-79.42","182.90","6158753","",""
"TORONTO NORTH YORK","ONTARIO","43.78","-79.47","187.00","615S001","",""
"TORONTO NORTHCLIFFE","ONTARIO","43.68","-79.45","167.60","6158762","",""
"TORONTO OLD WESTON RD","ONTARIO","43.65","-79.47","121.90","6158764","",""
"TORONTO PINE RIDGE","ONTARIO","43.72","-79.23","173.70","6158765","",""
"TORONTO REXDALE","ONTARIO","43.73","-79.57","152.40","6158768","",""
"TORONTO SANCTBURY","ONTARIO","43.67","-79.58","149.40","6158771","",""
"TORONTO SCARBOROUGH","ONTARIO","43.72","-79.23","156.70","6158776","",""
"TORONTO SCARLETT RD","ONTARIO","43.67","-79.50","121.90","6158777","",""
"TORONTO SENECA HILL","ONTARIO","43.78","-79.35","189.00","61587PG","",""
"TORONTO SHERBOURNE","ONTARIO","43.65","-79.37","76.20","61587PP","",""
"TORONTO STUART AVENUE","ONTARIO","43.77","-79.43","190.50","6158778","",""
